--------- beginning of system
I/Vold    (  150): Vold 2.1 (the revenge) firing up
D/VoldCmdListener(  150): cryptfs mountdefaultencrypted
E/WifiStateMachine(  471): WifiStateMachine starting scan for "BagelPeace"WPA_PSK with 2462,5180
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
D/AndroidRuntime(17836): >>>>>> START com.android.internal.os.RuntimeInit uid 2000 <<<<<<
D/AndroidRuntime(17836): CheckJNI is OFF
D/AndroidRuntime(17836): Calling main entry com.android.commands.am.Am
I/Trepn   (14984): Trepn 6.2s: Received intent: com.quicinc.trepn.load_preferences; filename: /sdcard/trepn/saved_preferences/trepn.pref
D/AndroidRuntime(17836): Shutting down VM
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
I/vgn     ( 1173): 67-RequestPlaceUpdates -- metadata{ service_id: 0 }
I/vgn     ( 1173): 67-RemovePlaceUpdates -- metadata{ service_id: 0 }
I/Places  ( 1173): ?: PlacesBleScanner stop()
I/BeaconBle( 1173): Scan canceled successfully.
I/PlaceInferenceEngine( 1173): [anon] Changed inference mode: 0
I/vgn     ( 1173): 35-GetDeviceDataUploadOptInStatusOperation -- metadata{ service_id: 0 }
I/GeofencerStateMachine( 1173): removeGeofences: removeRequest=RemoveGeofencingRequest[REMOVE_BY_PENDING_INTENT pendingIntent=PendingIntent[creatorPackage=com.google.android.gms], packageName=null]
I/vgn     ( 1173): 35-GetDeviceDataUploadOptInStatusOperation -- metadata{ service_id: 0 }
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
D/AndroidRuntime(17857): >>>>>> START com.android.internal.os.RuntimeInit uid 2000 <<<<<<
D/AndroidRuntime(17857): CheckJNI is OFF
D/AndroidRuntime(17857): Calling main entry com.android.commands.am.Am
I/ActivityManager(  471): Force stopping com.quicinc.trepn appid=10091 user=0: from pid 17857
I/ActivityManager(  471): Killing 14984:com.quicinc.trepn/u0a91 (adj 0): stop com.quicinc.trepn
W/InputDispatcher(  471): channel '29b8004b com.quicinc.trepn/com.quicinc.trepn.userinterface.main.TrepnActivity (server)' ~ Consumer closed input channel or an error occurred.  events=0x9
E/InputDispatcher(  471): channel '29b8004b com.quicinc.trepn/com.quicinc.trepn.userinterface.main.TrepnActivity (server)' ~ Channel is unrecoverably broken and will be disposed!
I/WindowState(  471): WIN DEATH: Window{29b8004b u0 com.quicinc.trepn/com.quicinc.trepn.userinterface.main.TrepnActivity}
W/InputDispatcher(  471): Attempted to unregister already unregistered input channel '29b8004b com.quicinc.trepn/com.quicinc.trepn.userinterface.main.TrepnActivity (server)'
W/ActivityManager(  471): Force removing ActivityRecord{2d47e20c u0 com.quicinc.trepn/.userinterface.main.TrepnActivity t4253}: app died, no saved state
W/ActivityManager(  471): Spurious death for ProcessRecord{2ea2d7c2 14984:com.quicinc.trepn/u0a91}, curProc for 14984: null
D/AndroidRuntime(17857): Shutting down VM
W/InputMethodManagerService(  471): Got RemoteException sending setActive(false) notification to pid 14984 uid 10091
W/SessionLifecycleManager( 1061): Handover failed. Creating new session controller.
W/LocationOracle( 1061): No location history returned by ContextManager
I/MicroDetectionWorker( 1061): #updateMicroDetector [detectionMode: [mDetectionMode: [1]]]
I/MicroDetectionWorker( 1061): #startMicroDetector [speakerMode: 0]
D/BluetoothAdapter( 1061): 831459077: getState() :  mService = null. Returning STATE_OFF
D/BluetoothAdapter( 1061): 831459077: getState() :  mService = null. Returning STATE_OFF
I/VoiceSearchSettings( 1061): Hotword upgrade key is null!
D/BluetoothAdapter( 1061): 831459077: getState() :  mService = null. Returning STATE_OFF
I/VoiceSearchSettings( 1061): Hotword upgrade key is null!
D/BluetoothAdapter( 1061): 831459077: getState() :  mService = null. Returning STATE_OFF
I/MicroRecognitionRunner( 1061): Starting detection.
I/MicrophoneInputStream( 1061): mic_starting com.google.android.apps.gsa.speech.audio.af@3a61ee9a
I/MicroDetectionWorker( 1061): onReady
I/AudioFlinger(  204): AudioFlinger's thread 0xab3475c0 ready to run
I/SoundTriggerHwService::Module(  204): void android::SoundTriggerHwService::Module::onCallbackEvent(const android::sp<android::SoundTriggerHwService::CallbackEvent>&) mClient == 0
I/MicrophoneInputStream( 1061): mic_started com.google.android.apps.gsa.speech.audio.af@3a61ee9a
I/GeofencerStateMachine( 1173): sendNewTransitions called.
W/ctxmgr  ( 1173): [AclManager]No 3 for (accnt=account#-517948760#, com.google.android.gms(10008):UserVelocityProducer, vrsn=12685011, 0, 3pPkg = null ,  3pMdlId = null ,  pid = 1173). Was: 3 for 1, account#-517948760#
E/SQLiteLog( 1173): (2067) abort at 35 in [INSERT INTO context(context_name,end_time,context_family,module_id,version,sync_state_mod_time_millis,start_time,sync_state,context_id,time_type,proto_blob) VALUES (?,?,?,?,?,?,?,?,?,?,?)]: UNI
E/SQLiteLog( 1173): (2067) abort at 35 in [INSERT INTO context(context_name,end_time,context_family,module_id,version,sync_state_mod_time_millis,start_time,sync_state,context_id,time_type,proto_blob) VALUES (?,?,?,?,?,?,?,?,?,?,?)]: UNI
E/SQLiteLog( 1173): (2067) abort at 35 in [INSERT INTO context(context_name,end_time,context_family,module_id,version,sync_state_mod_time_millis,start_time,sync_state,context_id,time_type,proto_blob) VALUES (?,?,?,?,?,?,?,?,?,?,?)]: UNI
I/vgn     ( 1173): 67-RequestPlaceUpdates -- metadata{ service_id: 0 }
I/GeofencerStateMachine( 1173): removeGeofences: removeRequest=RemoveGeofencingRequest[REMOVE_BY_PENDING_INTENT pendingIntent=PendingIntent[creatorPackage=com.google.android.gms], packageName=null]
I/PlaceInferenceEngine( 1173): [anon] Changed inference mode: 0
I/GeofencerStateMachine( 1173): removeGeofences: removeRequest=RemoveGeofencingRequest[REMOVE_BY_PENDING_INTENT pendingIntent=PendingIntent[creatorPackage=com.google.android.gms], packageName=null]
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
W/ctxmgr  ( 1173): [AclManager]No 2 for (accnt=account#1644684176#, com.google.android.gms(10008):UserLocationProducer, vrsn=12685000, 0, 3pPkg = null ,  3pMdlId = null ,  pid = 1173). Was: 2 for 1, account#1644684176#
W/ctxmgr  ( 1173): [AclManager]No 2 for (accnt=account#-517948760#, com.google.android.gms(10008):UserLocationProducer, vrsn=12685000, 0, 3pPkg = null ,  3pMdlId = null ,  pid = 1173). Was: 3 for 1, account#-517948760#
W/ctxmgr  ( 1173): [AclManager]No 2 for (accnt=account#1813920180#, com.google.android.gms(10008):UserLocationProducer, vrsn=12685000, 0, 3pPkg = null ,  3pMdlId = null ,  pid = 1173). Was: 2 for 1, account#1813920180#
I/MicroDetectionWorker( 1061): onReady
I/vgn     ( 1173): 67-RequestPlaceUpdates -- metadata{ service_id: 0 }
I/Places  ( 1173): ?: PlacesBleScanner start() with priority 2
I/PlaceInferenceEngine( 1173): [anon] Changed inference mode: 1
I/Places  ( 1173): Converted 5 out of 5 WiFi scans
I/PlaceInferenceEngine( 1173): [anon] Changed inference mode: 1
I/BeaconBle( 1173): Client requested scan, settings=BleSettings [scanMode=ZERO_POWER, callbackType=ALL_MATCHES, reportDelayMillis=0, 1 filters, 0 clients, callingClientName=Places]
E/BeaconBle( 1173): Scan couldn't start for Places
W/Places  ( 1173): BLE failure while scanning - code 5
W/OpenGLRenderer(  980): Incorrectly called buildLayer on View: ShortcutAndWidgetContainer, destroying layer...
I/PlaceInferenceEngine( 1173): No beacon scan available - ignoring candidates.
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
W/ctxmgr  ( 1173): [AclManager]No 2 for (accnt=account#-517948760#, com.google.android.gms(10008):PlacesProducer, vrsn=12685000, 0, 3pPkg = null ,  3pMdlId = null ,  pid = 1173). Was: 3 for 18, account#-517948760#
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
D/AndroidRuntime(17879): >>>>>> START com.android.internal.os.RuntimeInit uid 2000 <<<<<<
D/AndroidRuntime(17879): CheckJNI is OFF
D/AndroidRuntime(17879): Calling main entry com.android.commands.am.Am
I/ActivityManager(  471): Start proc 17891:com.quicinc.trepn/u0a91 for service com.quicinc.trepn/.TrepnService
D/AndroidRuntime(17879): Shutting down VM
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
V/ActivityManager(  471): Display changed displayId=0
I/InputReader(  471): Reconfiguring input devices.  changes=0x00000004
I/InputReader(  471): Device reconfigured: id=1, name='synaptics_dsx', size 1536x2048, orientation 2, mode 1, display id 0
I/WindowManager(  471): Screen frozen for +111ms due to Window{9172ebb u0 com.google.android.googlequicksearchbox/com.google.android.launcher.GEL}
D/AndroidRuntime(17924): >>>>>> START com.android.internal.os.RuntimeInit uid 2000 <<<<<<
D/AndroidRuntime(17924): CheckJNI is OFF
I/ActivityManager(  471): Config changes=480 {1.0 ?mcc?mnc en_US ldltr sw768dp w1024dp h695dp 320dpi xlrg land finger -keyb/v/h -nav/h s.6}
V/ActivityManager(  471): Display changed displayId=0
I/InputReader(  471): Reconfiguring input devices.  changes=0x00000004
I/InputReader(  471): Device reconfigured: id=1, name='synaptics_dsx', size 1536x2048, orientation 1, mode 1, display id 0
I/MicroDetector( 1061): Keeping mic open: false
I/AudioController( 1061): internalShutdown
I/MicrophoneInputStream( 1061): mic_close com.google.android.apps.gsa.speech.audio.af@3a61ee9a
I/MicroRecognitionRunner( 1061): Stopping hotword detection.
I/SoundTriggerHwService::Module(  204): void android::SoundTriggerHwService::Module::onCallbackEvent(const android::sp<android::SoundTriggerHwService::CallbackEvent>&) mClient == 0
I/DeviceStateChecker( 1061): DeviceStateChecker cancelled
I/MicroRecognitionRunner( 1061): Detection finished
E/LegacyNowServiceClient(  980): skipping logEndstates, service is null
D/AndroidRuntime(17924): Calling main entry com.android.commands.am.Am
I/ActivityManager(  471): Force stopping com.android.chrome appid=10035 user=0: from pid 17924
I/ActivityManager(  471): Killing 16263:com.android.chrome/u0a35 (adj 9): stop com.android.chrome
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
W/ActivityManager(  471): Spurious death for ProcessRecord{2c93a392 16263:com.android.chrome/u0a35}, curProc for 16263: null
I/ActivityManager(  471): START u0 {act=android.intent.action.VIEW flg=0x10008000 cmp=com.android.chrome/com.google.android.apps.chrome.Main} from uid 2000 on display 0
V/WindowManager(  471): addAppToken: AppWindowToken{35d00619 token=Token{13340160 ActivityRecord{b9f5163 u0 com.android.chrome/com.google.android.apps.chrome.Main t4254}}} to stack=1 task=4254 at 0
D/AndroidRuntime(17924): Shutting down VM
E/LegacyNowServiceClient(  980): skipping logEndstates, service is null
I/ActivityManager(  471): Start proc 17946:android.process.acore/u0a3 for content provider com.android.providers.contacts/.ContactsProvider2
I/Choreographer(  692): Skipped 32 frames!  The application may be doing too much work on its main thread.
I/ActivityManager(  471): Start proc 17962:com.android.chrome/u0a35 for activity com.android.chrome/com.google.android.apps.chrome.Main
I/art     (  471): Explicit concurrent mark sweep GC freed 122513(6MB) AllocSpace objects, 78(4MB) LOS objects, 33% free, 23MB/34MB, paused 909us total 147.946ms
V/WindowManager(  471): Adding window Window{d9452f2 u0 com.google.android.googlequicksearchbox/com.google.android.launcher.GEL} at 2 of 16 (after Window{164fc071 u0 com.android.systemui/com.android.systemui.recents.RecentsActivity})
I/Choreographer(  980): Skipped 49 frames!  The application may be doing too much work on its main thread.
W/DynamiteModule(17962): Local module descriptor class for com.google.android.gms.googlecertificates not found.
I/DynamiteModule(17962): Considering local module com.google.android.gms.googlecertificates:0 and remote module com.google.android.gms.googlecertificates:4
I/DynamiteModule(17962): Selected remote version of com.google.android.gms.googlecertificates, version >= 4
E/LegacyNowServiceClient(  980): skipping logEndstates, service is null
W/ResourcesManager(17962): Asset path '/system/framework/com.android.media.remotedisplay.jar' does not exist or contains no resources.
W/ResourcesManager(17962): Asset path '/system/framework/com.android.location.provider.jar' does not exist or contains no resources.
I/WindowManager(  471): Screen frozen for +1s133ms due to Window{d9452f2 u0 com.google.android.googlequicksearchbox/com.google.android.launcher.GEL}
I/ContactLocale(17946): AddressBook Labels [en-US]: [, A, B, C, D, E, F, G, H, I, J, K, L, M, N, O, P, Q, R, S, T, U, V, W, X, Y, Z, Α, Β, Γ, Δ, Ε, Ζ, Η, Θ, Ι, Κ, Λ, Μ, Ν, Ξ, Ο, Π, Ρ, Σ, Τ, Υ, Φ, Χ, Ψ, Ω, , А, Б, В, Г, Д, Ђ, Е, Є, Ж, З, И, І, Ї, Й, Ј, К, Л, Љ, М, Н, Њ, О, П, Р, С, Т, Ћ, У, Ф, Х, Ц, Ч, Џ, Ш, Щ, Ю, Я, , א, ב, ג, ד, ה, ו, ז, ח, ט, י, כ, ל, מ, נ, ס, ע, פ, צ, ק, ר, ש, ת, , ا, ب, ت, ث, ج, ح, خ, د, ذ, ر, ز, س, ش, ص, ض, ط, ظ, ع, غ, ف, ق, ك, ل, م, ن, ه, و, ي, , ก, ข, ฃ, ค, ฅ, ฆ, ง, จ, ฉ, ช, ซ, ฌ, ญ, ฎ, ฏ, ฐ, ฑ, ฒ, ณ, ด, ต, ถ, ท, ธ, น, บ, ป, ผ, ฝ, พ, ฟ, ภ, ม, ย, ร, ฤ, ล, ฦ, ว, ศ, ษ, ส, ห, ฬ, อ, ฮ, , ㄱ, ㄴ, ㄷ, ㄹ, ㅁ, ㅂ, ㅅ, ㅇ, ㅈ, ㅊ, ㅋ, ㅌ, ㅍ, ㅎ, , あ, か, さ, た, な, は, ま, や, ら, わ, #, ]
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
I/cr_InstantAppsHandler(17962): Not handling with Instant Apps (other)
I/ActivityManager(  471): START u0 {cmp=com.android.chrome/org.chromium.chrome.browser.firstrun.FirstRunActivity (has extras)} from uid 10035 on display 0
V/WindowManager(  471): addAppToken: AppWindowToken{3465e86d token=Token{1cd6884 ActivityRecord{d70e97 u0 com.android.chrome/org.chromium.chrome.browser.firstrun.FirstRunActivity t4255}}} to stack=1 task=4255 at 0
I/cr_LibraryLoader(17962): Using linker: org.chromium.base.library_loader.LegacyLinker
W/linker  (17962): libchromium_android_linker.so: unused DT entry: type 0x6ffffffe arg 0xce8
W/linker  (17962): libchromium_android_linker.so: unused DT entry: type 0x6fffffff arg 0x3
I/cr_base (17962): Extracting resource /data/data/com.android.chrome/app_chrome/paks/en-GB.pak@12da8129
I/cr_base (17962): Extracting resource /data/data/com.android.chrome/app_chrome/paks/en-US.pak@12da8129
W/cr_ChildProcLH(17962): Create a new ChildConnectionAllocator with package name = com.android.chrome, sandboxed = true
D/OpenGLRenderer(17962): Use EGL_SWAP_BEHAVIOR_PRESERVED: true
V/WindowManager(  471): Based on layer: Adding window Window{37e28608 u0 com.android.chrome/org.chromium.chrome.browser.firstrun.FirstRunActivity} at 3 of 17
I/cr_LibraryLoader(17962): Loading chrome from within /data/app/com.android.chrome-2/base.apk
I/ActivityManager(  471): Start proc 17995:com.android.chrome:sandboxed_process0/u0i33 for service com.android.chrome/org.chromium.content.app.SandboxedProcessService0
W/dboxed_process0(17995): type=1400 audit(0.0:40): avc: denied { search } for name="tmp" dev="dm-0" ino=49 scontext=u:r:isolated_app:s0 tcontext=u:object_r:shell_data_file:s0 tclass=dir permissive=0
I/cr_ChildProcessService(17995): Creating new ChildProcessService pid=17995
I/OpenGLRenderer(17962): Initialized EGL, version 1.4
D/OpenGLRenderer(17962): Enabling debug mode 0
I/cr_LibraryLoader(17962): Time to load native libraries: 258 ms (timestamps 4460-4718)
I/chromium(17962): [INFO:library_loader_hooks.cc(136)] Chromium logging enabled: level = 0, default verbosity = 0
I/cr_LibraryLoader(17962): Expected native library version number "61.0.3163.98", actual native library version number "61.0.3163.98"
I/cr_VariationsSeedFetch(17962): Fetched first run seed in 314 ms
I/ActivityManager(  471): Displayed com.android.chrome/org.chromium.chrome.browser.firstrun.FirstRunActivity: +538ms (total +1s342ms)
W/IInputConnectionWrapper(  980): showStatusIcon on inactive InputConnection
I/cr_BrowserStartup(17962): Initializing chromium process, singleProcess=false
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
I/ActivityManager(  471): Start proc 18034:com.android.chrome:privileged_process0/u0a35 for service com.android.chrome/org.chromium.content.app.PrivilegedProcessService0
D/ConnectivityService(  471): listenForNetwork for NetworkRequest [ id=45, legacyType=-1, [ Capabilities: INTERNET&NOT_RESTRICTED&TRUSTED] ]
D/ConnectivityService(  471): handleRegisterNetworkRequest checking NetworkAgentInfo [WIFI () - 100]
D/ConnectivityService(  471): apparently satisfied.  currentScore=100
D/ConnectivityManager.CallbackHandler(17962): CM callback handler got msg 524290
D/ConnectivityService(  471): listenForNetwork for NetworkRequest [ id=46, legacyType=-1, [ Capabilities: INTERNET&NOT_RESTRICTED&TRUSTED] ]
D/ConnectivityService(  471): handleRegisterNetworkRequest checking NetworkAgentInfo [WIFI () - 100]
D/ConnectivityService(  471): apparently satisfied.  currentScore=100
D/ConnectivityManager.CallbackHandler(17962): CM callback handler got msg 524290
W/ResourceType(  692): No package identifier when getting value for resource number 0x00000000
W/PackageManager(  692): Failure retrieving resources for com.quicinc.trepn: Resource ID #0x0
W/cr_KnoxSettingsProvider(17962): Permission to read device policy denied.
I/orc     ( 1040): 28-GetActiveNetworkQuality -- metadata{ service_id: 0 }
I/cr_ChildProcessService(18034): Creating new ChildProcessService pid=18034
I/cr_LibraryLoader(18034): Using linker: org.chromium.base.library_loader.LegacyLinker
W/linker  (18034): libchromium_android_linker.so: unused DT entry: type 0x6ffffffe arg 0xce8
W/linker  (18034): libchromium_android_linker.so: unused DT entry: type 0x6fffffff arg 0x3
I/cr_SnippetsLauncher(17962): Scheduling: 172800 172800
I/cr_LibraryLoader(18034): Loading chrome from within /data/app/com.android.chrome-2/base.apk
I/cr_LibraryLoader(18034): Time to load native libraries: 55 ms (timestamps 5479-5534)
I/chromium(18034): [INFO:library_loader_hooks.cc(136)] Chromium logging enabled: level = 0, default verbosity = 0
I/cr_LibraryLoader(18034): Expected native library version number "61.0.3163.98", actual native library version number "61.0.3163.98"
E/libEGL  (18034): validate_display:255 error 3008 (EGL_BAD_DISPLAY)
W/Herrevad( 1040): [81] wux.b: Invalid mccmnc 
W/Herrevad( 1040): [81] wux.b: Invalid mccmnc 
W/VideoCapabilities(18034): Unsupported mime video/mpeg2
W/AudioCapabilities(18034): Unsupported mime audio/mpeg-L2
W/VideoCapabilities(18034): Unrecognized level 0 for video/x-vnd.on2.vp8
I/VideoCapabilities(18034): Unsupported profile 4 for video/mp4v-es
W/cr_MediaCodecUtil(18034): HW encoder for video/avc is not available on this device.
I/art     (  471): Explicit concurrent mark sweep GC freed 15263(771KB) AllocSpace objects, 0(0B) LOS objects, 33% free, 22MB/34MB, paused 589us total 125.747ms
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
V/ActivityManager(  471): Display changed displayId=0
I/ActivityManager(  471): Config changes=480 {1.0 ?mcc?mnc en_US ldltr sw768dp w768dp h951dp 320dpi xlrg port finger -keyb/v/h -nav/h s.7}
I/InputReader(  471): Reconfiguring input devices.  changes=0x00000004
I/InputReader(  471): Device reconfigured: id=1, name='synaptics_dsx', size 1536x2048, orientation 0, mode 1, display id 0
E/LegacyNowServiceClient(  980): skipping logEndstates, service is null
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
E/LegacyNowServiceClient(  980): skipping logEndstates, service is null
V/WindowManager(  471): Adding window Window{177a2037 u0 com.google.android.googlequicksearchbox/com.google.android.launcher.GEL} at 2 of 17 (before Window{37e28608 u0 com.android.chrome/org.chromium.chrome.browser.firstrun.FirstRunActivity})
E/LegacyNowServiceClient(  980): skipping logEndstates, service is null
I/WindowManager(  471): Screen frozen for +538ms due to Window{177a2037 u0 com.google.android.googlequicksearchbox/com.google.android.launcher.GEL}
I/vgn     ( 1173): 67-RequestPlaceUpdates -- metadata{ service_id: 0 }
I/vgn     ( 1173): 67-RemovePlaceUpdates -- metadata{ service_id: 0 }
I/Places  ( 1173): ?: PlacesBleScanner stop()
I/BeaconBle( 1173): Scan canceled successfully.
I/PlaceInferenceEngine( 1173): [anon] Changed inference mode: 0
I/GeofencerStateMachine( 1173): removeGeofences: removeRequest=RemoveGeofencingRequest[REMOVE_BY_PENDING_INTENT pendingIntent=PendingIntent[creatorPackage=com.google.android.gms], packageName=null]
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
D/AndroidRuntime(18070): >>>>>> START com.android.internal.os.RuntimeInit uid 2000 <<<<<<
D/AndroidRuntime(18070): CheckJNI is OFF
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
D/AndroidRuntime(18070): Calling main entry com.android.commands.input.Input
I/Input   (18070): injectMotionEvent: MotionEvent { action=ACTION_DOWN, id[0]=0, x[0]=700.0, y[0]=1550.0, toolType[0]=TOOL_TYPE_UNKNOWN, buttonState=0, metaState=0, flags=0x0, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=2419305, downTime=2419305, deviceId=0, source=0x1002 }
I/Input   (18070): injectMotionEvent: MotionEvent { action=ACTION_UP, id[0]=0, x[0]=700.0, y[0]=1550.0, toolType[0]=TOOL_TYPE_UNKNOWN, buttonState=0, metaState=0, flags=0x0, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=2419305, downTime=2419305, deviceId=0, source=0x1002 }
D/AndroidRuntime(18070): Shutting down VM
D/audio_hw_primary(  204): out_set_parameters: enter: usecase(0: playback) kvpairs: routing=2 out->devices(2) adev->mode(0)
I/art     (  471): Explicit concurrent mark sweep GC freed 6374(349KB) AllocSpace objects, 1(20KB) LOS objects, 33% free, 22MB/34MB, paused 1.088ms total 120.092ms
I/cr_LibraryLoader(17995): Using linker: org.chromium.base.library_loader.LegacyLinker
W/linker  (17995): libchromium_android_linker.so: unused DT entry: type 0x6ffffffe arg 0xce8
W/linker  (17995): libchromium_android_linker.so: unused DT entry: type 0x6fffffff arg 0x3
I/cr_LibraryLoader(17995): Loading chrome from within /data/app/com.android.chrome-2/base.apk
I/cr_LibraryLoader(17995): Time to load native libraries: 52 ms (timestamps 9970-22)
I/chromium(17995): [INFO:library_loader_hooks.cc(136)] Chromium logging enabled: level = 0, default verbosity = 0
I/cr_LibraryLoader(17995): Expected native library version number "61.0.3163.98", actual native library version number "61.0.3163.98"
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
I/EventLogSendingHelper( 1061): Sending log events.
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
D/AndroidRuntime(18098): >>>>>> START com.android.internal.os.RuntimeInit uid 2000 <<<<<<
D/AndroidRuntime(18098): CheckJNI is OFF
I/art     ( 1173): Explicit concurrent mark sweep GC freed 170612(7MB) AllocSpace objects, 43(3MB) LOS objects, 37% free, 26MB/42MB, paused 669us total 125.304ms
I/CwMcuSensor(  471): CwMcuSensor::flush: fd = 104, sensors_id = 0, path = /sys/class/htc_sensorhub/sensor_hub/flush, err = 0
I/CwMcuSensor(  471): CwMcuSensor::flush: fd = 104, sensors_id = 0, path = /sys/class/htc_sensorhub/sensor_hub/flush, err = 0
I/chromium(17995): [INFO:child_process_service_impl.cc(70)] ChildProcessServiceImpl: Exiting child process.
W/libprocessgroup(  471): failed to open /acct/uid_10035/pid_17995/cgroup.procs: No such file or directory
I/ActivityManager(  471): Process com.android.chrome:sandboxed_process0 (pid 17995) has died
W/ActivityManager(  471): Scheduling restart of crashed service com.android.chrome/org.chromium.content.app.SandboxedProcessService0 in 1000ms
W/cr_ChildProcessConn(17962): onServiceDisconnected (crash or killed by oom): pid=17995
D/AndroidRuntime(18098): Calling main entry com.android.commands.input.Input
I/Input   (18098): injectMotionEvent: MotionEvent { action=ACTION_DOWN, id[0]=0, x[0]=372.0, y[0]=1530.0, toolType[0]=TOOL_TYPE_UNKNOWN, buttonState=0, metaState=0, flags=0x0, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=2425070, downTime=2425070, deviceId=0, source=0x1002 }
I/Input   (18098): injectMotionEvent: MotionEvent { action=ACTION_UP, id[0]=0, x[0]=372.0, y[0]=1530.0, toolType[0]=TOOL_TYPE_UNKNOWN, buttonState=0, metaState=0, flags=0x0, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=2425070, downTime=2425070, deviceId=0, source=0x1002 }
D/AndroidRuntime(18098): Shutting down VM
I/ActivityManager(  471): START u0 {act=android.intent.action.VIEW flg=0x10808000 cmp=com.android.chrome/com.google.android.apps.chrome.Main (has extras)} from uid 10035 on display 0
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
V/WindowManager(  471): addAppToken: AppWindowToken{15ff297d token=Token{168dc3d4 ActivityRecord{215d8527 u0 com.android.chrome/com.google.android.apps.chrome.Main t4256}}} to stack=1 task=4256 at 0
D/audio_hw_primary(  204): out_set_parameters: enter: usecase(0: playback) kvpairs: routing=2 out->devices(2) adev->mode(0)
D/ConnectivityService(  471): releasing NetworkRequest NetworkRequest [ id=46, legacyType=-1, [ Capabilities: INTERNET&NOT_RESTRICTED&TRUSTED] ]
D/ConnectivityManager.CallbackHandler(17962): CM callback handler got msg 524296
D/ConnectivityService(  471): listenForNetwork for NetworkRequest [ id=47, legacyType=-1, [ Capabilities: INTERNET&NOT_RESTRICTED&TRUSTED] ]
D/ConnectivityService(  471): handleRegisterNetworkRequest checking NetworkAgentInfo [WIFI () - 100]
D/ConnectivityService(  471): apparently satisfied.  currentScore=100
D/ConnectivityManager.CallbackHandler(17962): CM callback handler got msg 524290
I/cr_InstantAppsHandler(17962): Not handling with Instant Apps (other)
I/ActivityManager(  471): START u0 {act=android.intent.action.VIEW flg=0x14002000 cmp=com.android.chrome/org.chromium.chrome.browser.ChromeTabbedActivity (has extras)} from uid 10035 on display 0
V/WindowManager(  471): addAppToken: AppWindowToken{2cfdb96c token=Token{cd3f21f ActivityRecord{25bfa1be u0 com.android.chrome/org.chromium.chrome.browser.ChromeTabbedActivity t4257}}} to stack=1 task=4257 at 0
V/WindowManager(  471): Based on layer: Adding window Window{3d926bed u0 Starting com.android.chrome} at 4 of 18
E/WifiStateMachine(  471): WifiStateMachine CMD_START_SCAN source -2 txSuccessRate=26.45 rxSuccessRate=26.00 targetRoamBSSID=02:1d:aa:3c:3d:e8 RSSI=-55
E/WifiStateMachine(  471): WifiStateMachine starting scan for "BagelPeace"WPA_PSK with 2462,5180
W/cr_ChildProcLH(17962): Create a new ChildConnectionAllocator with package name = com.android.chrome, sandboxed = true
I/ActivityManager(  471): Start proc 18125:com.android.chrome:sandboxed_process0/u0i34 for service com.android.chrome/org.chromium.content.app.SandboxedProcessService0
W/cr_tabmodel(17962): Starting to perform legacy migration.
V/WindowManager(  471): Adding window Window{2c8f0b7a u0 com.android.chrome/org.chromium.chrome.browser.ChromeTabbedActivity} at 4 of 19 (before Window{3d926bed u0 Starting com.android.chrome})
W/dboxed_process0(18125): type=1400 audit(0.0:41): avc: denied { search } for name="tmp" dev="dm-0" ino=49 scontext=u:r:isolated_app:s0 tcontext=u:object_r:shell_data_file:s0 tclass=dir permissive=0
I/cr_ChildProcessService(18125): Creating new ChildProcessService pid=18125
V/WindowManager(  471): Adding window Window{f26dd21 u0 SurfaceView} at 4 of 20 (before Window{2c8f0b7a u0 com.android.chrome/org.chromium.chrome.browser.ChromeTabbedActivity})
W/cr_tabmodel(17962): Finished performing legacy migration.
W/cr_tabmodel(17962): Starting to perform multi-instance migration.
W/cr_tabmodel(17962): Finished performing multi-instance migration.
W/cr_tabmodel(17962): Starting to fetch tab list.
E/cr_tabmodel(17962): State file does not exist.
D/AndroidRuntime(18140): >>>>>> START com.android.internal.os.RuntimeInit uid 2000 <<<<<<
