--------- beginning of system
I/Vold    (  153): Vold 2.1 (the revenge) firing up
D/VoldCmdListener(  153): cryptfs mountdefaultencrypted
I/Icing   ( 1014): doRemovePackageData com.android.chrome
I/Icing   ( 1014): Removing corpus key 94FBE96EEF13B8AC56FE8C01687FD8A6012559AC for package com.android.chrome
D/libgps  (  455): proxy_gps_inject_location: called.
I/vgn     (  855): 67-RequestPlaceUpdates -- metadata{ service_id: 0 }
V/WindowManager(  455): Adding window Window{1baf9eed u0 com.google.android.googlequicksearchbox/com.google.android.launcher.GEL} at 2 of 15 (after Window{3799365e u0 com.android.systemui/com.android.systemui.recents.RecentsActivity})
I/GeofencerStateMachine(  855): removeGeofences: removeRequest=RemoveGeofencingRequest[REMOVE_BY_PENDING_INTENT pendingIntent=PendingIntent[creatorPackage=com.google.android.gms], packageName=null]
I/GeofencerStateMachine(  855): removeGeofences: removeRequest=RemoveGeofencingRequest[REMOVE_BY_PENDING_INTENT pendingIntent=PendingIntent[creatorPackage=com.google.android.gms], packageName=null]
I/PlaceInferenceEngine(  855): [anon] Changed inference mode: 0
I/art     (26139): System.exit called, status: 0
I/AndroidRuntime(26139): VM exiting with result code 0.
W/ctxmgr  (  855): [AclManager]No 2 for (accnt=account#-517948760#, com.google.android.gms(10008):IndoorOutdoorProducer, vrsn=12685000, 0, 3pPkg = null ,  3pMdlId = null ,  pid = 855). Was: 3 for 57, account#-517948760#
W/ctxmgr  (  855): [AclManager]No 2 for (accnt=account#-517948760#, com.google.android.gms(10008):UserLocationProducer, vrsn=12685000, 0, 3pPkg = null ,  3pMdlId = null ,  pid = 855). Was: 3 for 1, account#-517948760#
W/ctxmgr  (  855): [AclManager]No 2 for (accnt=account#1813920180#, com.google.android.gms(10008):UserLocationProducer, vrsn=12685000, 0, 3pPkg = null ,  3pMdlId = null ,  pid = 855). Was: 2 for 1, account#1813920180#
I/vgn     ( 1014): 5-LoadOwners -- metadata{ service_id: 0 }
I/WindowManager(  455): Screen frozen for +601ms due to Window{1baf9eed u0 com.google.android.googlequicksearchbox/com.google.android.launcher.GEL}
W/ctxmgr  (  855): [AclManager]No 2 for (accnt=account#1644684176#, com.google.android.gms(10008):UserLocationProducer, vrsn=12685000, 0, 3pPkg = null ,  3pMdlId = null ,  pid = 855). Was: 2 for 1, account#1644684176#
I/vgn     (  855): 67-RequestPlaceUpdates -- metadata{ service_id: 0 }
I/OptInState( 1033): There is a new client and it does not support opt-in. Dropping request.
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
I/MicroDetectionWorker( 1033): #updateMicroDetector [detectionMode: [mDetectionMode: [1]]]
I/MicroDetectionWorker( 1033): #startMicroDetector [speakerMode: 0]
D/BluetoothAdapter( 1033): 982648545: getState() :  mService = null. Returning STATE_OFF
D/BluetoothAdapter( 1033): 982648545: getState() :  mService = null. Returning STATE_OFF
I/VoiceSearchSettings( 1033): Hotword upgrade key is null!
I/Icing   ( 1014): Flash index sort hb 5 prefix-hits 29 -> 22 at 173.960ms
D/BluetoothAdapter( 1033): 982648545: getState() :  mService = null. Returning STATE_OFF
I/VoiceSearchSettings( 1033): Hotword upgrade key is null!
D/BluetoothAdapter( 1033): 982648545: getState() :  mService = null. Returning STATE_OFF
I/MicroDetectionWorker( 1033): onReady
I/MicroRecognitionRunner( 1033): Starting detection.
I/MicrophoneInputStream( 1033): mic_starting com.google.android.apps.gsa.speech.audio.af@c86be33
I/SoundTriggerHwService::Module(  208): void android::SoundTriggerHwService::Module::onCallbackEvent(const android::sp<android::SoundTriggerHwService::CallbackEvent>&) mClient == 0
I/AudioFlinger(  208): AudioFlinger's thread 0xab655fe8 ready to run
I/MicrophoneInputStream( 1033): mic_started com.google.android.apps.gsa.speech.audio.af@c86be33
I/vgn     ( 1014): 5-LoadOwnerCoverPhoto -- metadata{ service_id: 0 }
I/Places  (  855): ?: PlacesBleScanner start() with priority 2
I/PlaceInferenceEngine(  855): [anon] Changed inference mode: 1
I/Places  (  855): Converted 19 out of 19 WiFi scans
D/BluetoothAdapter(  855): 869888788: getState() :  mService = null. Returning STATE_OFF
I/BeaconBle(  855): Using BLE 'L' hardware layer
I/PlaceInferenceEngine(  855): [anon] Changed inference mode: 1
I/BeaconBle(  855): Client requested scan, settings=BleSettings [scanMode=ZERO_POWER, callbackType=ALL_MATCHES, reportDelayMillis=0, 1 filters, 0 clients, callingClientName=Places]
E/BeaconBle(  855): Scan couldn't start for Places
W/Places  (  855): BLE failure while scanning - code 5
I/MicroDetectionWorker( 1033): onReady
W/TabTreeCopier(  933): Card found with UNKNOWN_TAB, Entry Type 155
I/PlaceInferenceEngine(  855): No beacon scan available - ignoring candidates.
W/AppFlowTracker(  933): Dropping App flow event "88" logged from process "com.google.android.googlequicksearchbox"
E/SearchServiceClient(  933): SearchServiceClient disposed and cannot be reused.
I/Icing   ( 1014): updateResources: need to parse xax{com.android.chrome}
I/art     (  933): Background sticky concurrent mark sweep GC freed 7404(506KB) AllocSpace objects, 30(636KB) LOS objects, 3% free, 34MB/35MB, paused 6.283ms total 57.346ms
I/art     (  933): Background partial concurrent mark sweep GC freed 17132(1125KB) AllocSpace objects, 32(680KB) LOS objects, 31% free, 34MB/50MB, paused 6.749ms total 98.724ms
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
I/Icing   ( 1014): Indexing 94FBE96EEF13B8AC56FE8C01687FD8A6012559AC from com.android.chrome
I/ActivityManager(  455): Start proc 26183:com.android.chrome/u0a35 for content provider com.android.chrome/com.google.android.apps.chrome.icing.IcingProvider
W/DynamiteModule(26183): Local module descriptor class for com.google.android.gms.googlecertificates not found.
I/DynamiteModule(26183): Considering local module com.google.android.gms.googlecertificates:0 and remote module com.google.android.gms.googlecertificates:4
I/DynamiteModule(26183): Selected remote version of com.google.android.gms.googlecertificates, version >= 4
W/ResourcesManager(26183): Asset path '/system/framework/com.android.media.remotedisplay.jar' does not exist or contains no resources.
W/ResourcesManager(26183): Asset path '/system/framework/com.android.location.provider.jar' does not exist or contains no resources.
I/Icing   ( 1014): Indexing done 94FBE96EEF13B8AC56FE8C01687FD8A6012559AC
W/ctxmgr  (  855): [AclManager]No 2 for (accnt=account#-517948760#, com.google.android.gms(10008):PlacesProducer, vrsn=12685000, 0, 3pPkg = null ,  3pMdlId = null ,  pid = 855). Was: 3 for 18, account#-517948760#
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
I/art     (  455): Explicit concurrent mark sweep GC freed 15973(753KB) AllocSpace objects, 0(0B) LOS objects, 33% free, 26MB/39MB, paused 640us total 87.550ms
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
I/vgn     (  855): 35-GetDeviceDataUploadOptInStatusOperation -- metadata{ service_id: 0 }
I/vgn     (  855): 35-GetDeviceDataUploadOptInStatusOperation -- metadata{ service_id: 0 }
D/AndroidRuntime(26217): >>>>>> START com.android.internal.os.RuntimeInit uid 2000 <<<<<<
D/AndroidRuntime(26217): CheckJNI is OFF
D/AndroidRuntime(26217): Calling main entry com.android.commands.am.Am
I/Trepn   ( 7301): Trepn 6.2s: Received intent: com.quicinc.trepn.export_to_csv; filename: Trepn_2018.06.19_101350.db; filename: HT4AMJT02334_Trepn_2018.06.19_101350.csv
D/AndroidRuntime(26217): Shutting down VM
W/FileUtils( 7301): Failed to chmod(/storage/emulated/0/trepn/Trepn_2018.06.19_101350.db): android.system.ErrnoException: chmod failed: EPERM (Operation not permitted)
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
E/WifiStateMachine(  455): WifiStateMachine CMD_START_SCAN source -2 txSuccessRate=4.44 rxSuccessRate=2.57 targetRoamBSSID=any RSSI=-60
E/WifiStateMachine(  455): WifiStateMachine starting scan for "YOU SHALL NOT PASS"WPA_PSK with 2437
W/System.err( 1858): android.content.pm.PackageManager$NameNotFoundException
W/System.err( 1858): 	at android.app.ApplicationPackageManager.getPackageInfo(ApplicationPackageManager.java:114)
W/System.err( 1858): 	at com.estrongs.android.pop.app.c.ai.c(Unknown Source)
W/System.err( 1858): 	at com.estrongs.android.pop.app.c.ai.a(Unknown Source)
W/System.err( 1858): 	at com.estrongs.android.pop.app.scene.e.q.a(Unknown Source)
W/System.err( 1858): 	at com.estrongs.android.scanner.c.m.run(Unknown Source)
W/System.err( 1858): 	at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1112)
W/System.err( 1858): 	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:587)
W/System.err( 1858): 	at java.lang.Thread.run(Thread.java:818)
W/System.err( 1858): android.content.pm.PackageManager$NameNotFoundException
W/System.err( 1858): 	at android.app.ApplicationPackageManager.getPackageInfo(ApplicationPackageManager.java:114)
W/System.err( 1858): 	at com.estrongs.android.pop.app.c.ai.c(Unknown Source)
W/System.err( 1858): 	at com.estrongs.android.pop.app.c.ai.a(Unknown Source)
W/System.err( 1858): 	at com.estrongs.android.pop.app.scene.e.q.a(Unknown Source)
W/System.err( 1858): 	at com.estrongs.android.scanner.c.m.run(Unknown Source)
W/System.err( 1858): 	at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1112)
W/System.err( 1858): 	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:587)
W/System.err( 1858): 	at java.lang.Thread.run(Thread.java:818)
W/System.err( 1858): android.content.pm.PackageManager$NameNotFoundException
W/System.err( 1858): 	at android.app.ApplicationPackageManager.getPackageInfo(ApplicationPackageManager.java:114)
W/System.err( 1858): 	at com.estrongs.android.pop.app.c.ai.c(Unknown Source)
W/System.err( 1858): 	at com.estrongs.android.pop.app.c.ai.a(Unknown Source)
W/System.err( 1858): 	at com.estrongs.android.pop.app.scene.e.q.a(Unknown Source)
W/System.err( 1858): 	at com.estrongs.android.scanner.c.m.run(Unknown Source)
W/System.err( 1858): 	at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1112)
W/System.err( 1858): 	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:587)
W/System.err( 1858): 	at java.lang.Thread.run(Thread.java:818)
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
W/System.err( 1858): android.content.pm.PackageManager$NameNotFoundException
W/System.err( 1858): 	at android.app.ApplicationPackageManager.getPackageInfo(ApplicationPackageManager.java:114)
W/System.err( 1858): 	at com.estrongs.android.pop.app.c.ai.c(Unknown Source)
W/System.err( 1858): 	at com.estrongs.android.pop.app.c.ai.a(Unknown Source)
W/System.err( 1858): 	at com.estrongs.android.pop.app.scene.e.q.a(Unknown Source)
W/System.err( 1858): 	at com.estrongs.android.scanner.c.m.run(Unknown Source)
W/System.err( 1858): 	at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1112)
W/System.err( 1858): 	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:587)
W/System.err( 1858): 	at java.lang.Thread.run(Thread.java:818)
I/CwMcuSensor(  455): CwMcuSensor::flush: fd = 171, sensors_id = 0, path = /sys/class/htc_sensorhub/sensor_hub/flush, err = 0
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
D/PhoneStatusBar(  613): disable: < expand ICONS* alerts SYSTEM_INFO* back home recent clock search >
I/MicroDetector( 1033): Keeping mic open: false
I/DeviceStateChecker( 1033): DeviceStateChecker cancelled
I/MicroRecognitionRunner( 1033): Stopping hotword detection.
I/AudioController( 1033): internalShutdown
I/MicrophoneInputStream( 1033): mic_close com.google.android.apps.gsa.speech.audio.af@c86be33
I/SoundTriggerHwService::Module(  208): void android::SoundTriggerHwService::Module::onCallbackEvent(const android::sp<android::SoundTriggerHwService::CallbackEvent>&) mClient == 0
I/MicroRecognitionRunner( 1033): Detection finished
D/BluetoothAdapter(  613): 182392802: getState() :  mService = null. Returning STATE_OFF
D/BluetoothAdapter(  613): 182392802: getState() :  mService = null. Returning STATE_OFF
D/BluetoothAdapter(  613): 182392802: getState() :  mService = null. Returning STATE_OFF
D/BluetoothAdapter(  613): 182392802: getState() :  mService = null. Returning STATE_OFF
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
D/audio_hw_primary(  208): out_set_parameters: enter: usecase(0: playback) kvpairs: routing=2 out->devices(2) adev->mode(0)
D/audio_hw_primary(  208): out_set_parameters: enter: usecase(0: playback) kvpairs: routing=2 out->devices(2) adev->mode(0)
I/CwMcuSensor(  455): CwMcuSensor::flush: fd = 211, sensors_id = 0, path = /sys/class/htc_sensorhub/sensor_hub/flush, err = 0
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
D/audio_hw_primary(  208): out_set_parameters: enter: usecase(0: playback) kvpairs: routing=2 out->devices(2) adev->mode(0)
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
D/PhoneStatusBar(  613): disable: < expand icons* alerts system_info* back home recent clock search >
W/InputMethodManagerService(  455): Window already focused, ignoring focus gain of: com.android.internal.view.IInputMethodClient$Stub$Proxy@daa9b63 attribute=null, token = android.os.BinderProxy@ee9e904
I/MicroDetectionWorker( 1033): #updateMicroDetector [detectionMode: [mDetectionMode: [1]]]
I/MicroDetectionWorker( 1033): #startMicroDetector [speakerMode: 0]
D/BluetoothAdapter( 1033): 982648545: getState() :  mService = null. Returning STATE_OFF
D/BluetoothAdapter( 1033): 982648545: getState() :  mService = null. Returning STATE_OFF
I/VoiceSearchSettings( 1033): Hotword upgrade key is null!
D/BluetoothAdapter( 1033): 982648545: getState() :  mService = null. Returning STATE_OFF
I/VoiceSearchSettings( 1033): Hotword upgrade key is null!
I/MicroDetectionWorker( 1033): onReady
D/BluetoothAdapter( 1033): 982648545: getState() :  mService = null. Returning STATE_OFF
I/MicroRecognitionRunner( 1033): Starting detection.
I/MicrophoneInputStream( 1033): mic_starting com.google.android.apps.gsa.speech.audio.af@14ebe32d
I/SoundTriggerHwService::Module(  208): void android::SoundTriggerHwService::Module::onCallbackEvent(const android::sp<android::SoundTriggerHwService::CallbackEvent>&) mClient == 0
I/AudioFlinger(  208): AudioFlinger's thread 0xab655fe8 ready to run
I/MicrophoneInputStream( 1033): mic_started com.google.android.apps.gsa.speech.audio.af@14ebe32d
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
I/MicroDetectionWorker( 1033): onReady
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
I/CwMcuSensor(  455): CwMcuSensor::flush: fd = 171, sensors_id = 0, path = /sys/class/htc_sensorhub/sensor_hub/flush, err = 0
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
I/CwMcuSensor(  455): CwMcuSensor::flush: fd = 171, sensors_id = 0, path = /sys/class/htc_sensorhub/sensor_hub/flush, err = 0
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
E/WifiStateMachine(  455): WifiStateMachine CMD_START_SCAN source -2 txSuccessRate=0.01 rxSuccessRate=0.13 targetRoamBSSID=any RSSI=-53
E/WifiStateMachine(  455): WifiStateMachine starting scan for "YOU SHALL NOT PASS"WPA_PSK with 2437
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
E/WifiStateMachine(  455): WifiStateMachine CMD_START_SCAN source -2 txSuccessRate=0.00 rxSuccessRate=0.00 targetRoamBSSID=any RSSI=-56
E/WifiStateMachine(  455): WifiStateMachine starting scan for "YOU SHALL NOT PASS"WPA_PSK with 2437
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
I/art     (  855): Explicit concurrent mark sweep GC freed 108929(5MB) AllocSpace objects, 30(1796KB) LOS objects, 37% free, 26MB/42MB, paused 612us total 192.985ms
I/vgn     (  855): 35-GetDeviceDataUploadOptInStatusOperation -- metadata{ service_id: 0 }
I/vgn     (  855): 35-GetDeviceDataUploadOptInStatusOperation -- metadata{ service_id: 0 }
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
E/WifiStateMachine(  455): WifiStateMachine CMD_START_SCAN source -2 txSuccessRate=0.00 rxSuccessRate=0.01 targetRoamBSSID=any RSSI=-54
E/WifiStateMachine(  455): WifiStateMachine starting scan for "YOU SHALL NOT PASS"WPA_PSK with 2437
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
E/WifiStateMachine(  455): WifiStateMachine CMD_START_SCAN source -2 txSuccessRate=0.00 rxSuccessRate=0.06 targetRoamBSSID=any RSSI=-51
E/WifiStateMachine(  455): WifiStateMachine starting scan for "YOU SHALL NOT PASS"WPA_PSK with 2437
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
I/UsageStatsService(  455): User[0] Flushing usage stats to disk
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
E/WifiStateMachine(  455): WifiStateMachine CMD_START_SCAN source -2 txSuccessRate=0.78 rxSuccessRate=0.78 targetRoamBSSID=any RSSI=-55
E/WifiStateMachine(  455): WifiStateMachine starting scan for "YOU SHALL NOT PASS"WPA_PSK with 2437
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
I/vgn     (  855): 35-GetDeviceDataUploadOptInStatusOperation -- metadata{ service_id: 0 }
I/vgn     (  855): 35-GetDeviceDataUploadOptInStatusOperation -- metadata{ service_id: 0 }
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
E/WifiStateMachine(  455): WifiStateMachine CMD_START_SCAN source -2 txSuccessRate=0.00 rxSuccessRate=0.01 targetRoamBSSID=any RSSI=-53
E/WifiStateMachine(  455): WifiStateMachine starting scan for "YOU SHALL NOT PASS"WPA_PSK with 2437
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
D/AndroidRuntime(26310): >>>>>> START com.android.internal.os.RuntimeInit uid 2000 <<<<<<
D/AndroidRuntime(26310): CheckJNI is OFF
D/AndroidRuntime(26310): Calling main entry com.android.commands.am.Am
I/ActivityManager(  455): Force stopping com.android.chrome appid=10035 user=0: from pid 26310
I/ActivityManager(  455): Killing 26183:com.android.chrome/u0a35 (adj 9): stop com.android.chrome
W/ActivityManager(  455): Spurious death for ProcessRecord{3a05a9ec 26183:com.android.chrome/u0a35}, curProc for 26183: null
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
I/ActivityManager(  455): START u0 {act=android.intent.action.VIEW flg=0x10008000 cmp=com.android.chrome/com.google.android.apps.chrome.Main} from uid 2000 on display 0
V/WindowManager(  455): addAppToken: AppWindowToken{e0a9bbb token=Token{27bec04a ActivityRecord{6b771b5 u0 com.android.chrome/com.google.android.apps.chrome.Main t5095}}} to stack=1 task=5095 at 0
D/AndroidRuntime(26310): Shutting down VM
I/ActivityManager(  455): Start proc 26322:com.android.chrome/u0a35 for activity com.android.chrome/com.google.android.apps.chrome.Main
W/DynamiteModule(26322): Local module descriptor class for com.google.android.gms.googlecertificates not found.
I/DynamiteModule(26322): Considering local module com.google.android.gms.googlecertificates:0 and remote module com.google.android.gms.googlecertificates:4
I/DynamiteModule(26322): Selected remote version of com.google.android.gms.googlecertificates, version >= 4
W/ResourcesManager(26322): Asset path '/system/framework/com.android.media.remotedisplay.jar' does not exist or contains no resources.
W/ResourcesManager(26322): Asset path '/system/framework/com.android.location.provider.jar' does not exist or contains no resources.
I/cr_InstantAppsHandler(26322): Not handling with Instant Apps (other)
I/ActivityManager(  455): START u0 {cmp=com.android.chrome/org.chromium.chrome.browser.firstrun.FirstRunActivity (has extras)} from uid 10035 on display 0
V/WindowManager(  455): addAppToken: AppWindowToken{ea28af0 token=Token{3f92c733 ActivityRecord{2c170ea2 u0 com.android.chrome/org.chromium.chrome.browser.firstrun.FirstRunActivity t5096}}} to stack=1 task=5096 at 0
I/cr_LibraryLoader(26322): Using linker: org.chromium.base.library_loader.LegacyLinker
W/linker  (26322): libchromium_android_linker.so: unused DT entry: type 0x6ffffffe arg 0xce8
W/linker  (26322): libchromium_android_linker.so: unused DT entry: type 0x6fffffff arg 0x3
D/OpenGLRenderer(26322): Use EGL_SWAP_BEHAVIOR_PRESERVED: true
V/WindowManager(  455): Based on layer: Adding window Window{848c808 u0 com.android.chrome/org.chromium.chrome.browser.firstrun.FirstRunActivity} at 3 of 16
I/cr_LibraryLoader(26322): Loading chrome from within /data/app/com.android.chrome-2/base.apk
I/cr_base (26322): Extracting resource /data/data/com.android.chrome/app_chrome/paks/en-GB.pak@12da8129
I/cr_base (26322): Extracting resource /data/data/com.android.chrome/app_chrome/paks/en-US.pak@12da8129
I/OpenGLRenderer(26322): Initialized EGL, version 1.4
W/cr_ChildProcLH(26322): Create a new ChildConnectionAllocator with package name = com.android.chrome, sandboxed = true
I/cr_LibraryLoader(26322): Time to load native libraries: 183 ms (timestamps 4500-4683)
I/chromium(26322): [INFO:library_loader_hooks.cc(136)] Chromium logging enabled: level = 0, default verbosity = 0
I/cr_LibraryLoader(26322): Expected native library version number "61.0.3163.98", actual native library version number "61.0.3163.98"
D/OpenGLRenderer(26322): Enabling debug mode 0
I/ActivityManager(  455): Start proc 26355:com.android.chrome:sandboxed_process0/u0i103 for service com.android.chrome/org.chromium.content.app.SandboxedProcessService0
