--------- beginning of crash
F/libc    (29974): Fatal signal 11 (SIGSEGV), code 1, fault addr 0x7f859072f4 in tid 29985 (Binder_2)
W/Wifi    ( 3458): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3458): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3458): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3458): Failed to read packet and byte counts from wifi interface
E/WifiStateMachine(  451): WifiStateMachine CMD_START_SCAN source -2 txSuccessRate=0.00 rxSuccessRate=0.00 targetRoamBSSID=any RSSI=-57
W/Wifi    ( 3458): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3458): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3458): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3458): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3458): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3458): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3458): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3458): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3458): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3458): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3458): Failed to read packet and byte counts from wifi interface
D/AndroidRuntime(13045): >>>>>> START com.android.internal.os.RuntimeInit uid 2000 <<<<<<
D/AndroidRuntime(13045): CheckJNI is OFF
W/Wifi    ( 3458): Failed to read packet and byte counts from wifi interface
D/AndroidRuntime(13045): Calling main entry com.android.commands.pm.Pm
I/art     (13045): System.exit called, status: 0
I/AndroidRuntime(13045): VM exiting with result code 0.
D/AndroidRuntime(13058): >>>>>> START com.android.internal.os.RuntimeInit uid 2000 <<<<<<
D/AndroidRuntime(13058): CheckJNI is OFF
D/AndroidRuntime(13058): Calling main entry com.android.commands.pm.Pm
I/art     (13058): System.exit called, status: 0
I/AndroidRuntime(13058): VM exiting with result code 0.
W/Wifi    ( 3458): Failed to read packet and byte counts from wifi interface
D/AndroidRuntime(13088): >>>>>> START com.android.internal.os.RuntimeInit uid 2000 <<<<<<
D/AndroidRuntime(13088): CheckJNI is OFF
D/AndroidRuntime(13088): Calling main entry com.android.commands.monkey.Monkey
W/BroadcastQueue(  451): Skipping deliver [background] BroadcastRecord{25c93c34 u-1 android.net.conn.CONNECTIVITY_CHANGE} to ReceiverList{2b3eaa5d 13088 (unknown name)/2000/u-1 remote:9bfe546}: process crashing
I/ActivityManager(  451): START u0 {act=android.intent.action.MAIN cat=[android.intent.category.LAUNCHER] flg=0x10200000 cmp=com.quicinc.trepn/.userinterface.main.TrepnActivity} from uid 2000 on display 0
V/WindowManager(  451): addAppToken: AppWindowToken{2ed7e7a0 token=Token{be5e8a3 ActivityRecord{22850fd2 u0 com.quicinc.trepn/.userinterface.main.TrepnActivity t3851}}} to stack=1 task=3851 at 0
V/WindowManager(  451): Adding window Window{3d1dc91b u0 Starting com.quicinc.trepn} at 3 of 16 (after Window{2bb582c9 u0 com.google.android.googlequicksearchbox/com.google.android.launcher.GEL})
I/ActivityManager(  451): Start proc 13107:com.quicinc.trepn/u0a91 for activity com.quicinc.trepn/.userinterface.main.TrepnActivity
I/CwMcuSensor(  451): CwMcuSensor::flush: fd = 157, sensors_id = 0, path = /sys/class/htc_sensorhub/sensor_hub/flush, err = 0
I/art     (13088): System.exit called, status: 0
I/AndroidRuntime(13088): VM exiting with result code 0.
D/OpenGLRenderer(13107): Use EGL_SWAP_BEHAVIOR_PRESERVED: true
V/WindowManager(  451): Adding window Window{258051fc u0 com.quicinc.trepn/com.quicinc.trepn.userinterface.main.TrepnActivity} at 3 of 17 (before Window{3d1dc91b u0 Starting com.quicinc.trepn})
W/Wifi    ( 3458): Failed to read packet and byte counts from wifi interface
I/OpenGLRenderer(13107): Initialized EGL, version 1.4
D/OpenGLRenderer(13107): Enabling debug mode 0
I/ActivityManager(  451): Displayed com.quicinc.trepn/.userinterface.main.TrepnActivity: +866ms (total +32m55s848ms)
I/PBSessionCacheImpl(15005): Deleted sessionId[13690465823857] from persistence.
I/MicroDetector(15005): Keeping mic open: false
I/DeviceStateChecker(15005): DeviceStateChecker cancelled
I/MicroRecognitionRunner(15005): Stopping hotword detection.
I/MicroRecognitionRunner(15005): Detection finished
I/AudioController(15005): internalShutdown
I/MicrophoneInputStream(15005): mic_close com.google.android.apps.gsa.speech.audio.af@9ccb5b8
I/SoundTriggerHwService::Module(  205): void android::SoundTriggerHwService::Module::onCallbackEvent(const android::sp<android::SoundTriggerHwService::CallbackEvent>&) mClient == 0
W/Wifi    ( 3458): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3458): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3458): Failed to read packet and byte counts from wifi interface
D/TaskPersister(  451): removeObsoleteFile: deleting file=3827_task.xml
W/Wifi    ( 3458): Failed to read packet and byte counts from wifi interface
D/AndroidRuntime(13156): >>>>>> START com.android.internal.os.RuntimeInit uid 2000 <<<<<<
D/AndroidRuntime(13156): CheckJNI is OFF
W/Wifi    ( 3458): Failed to read packet and byte counts from wifi interface
D/AndroidRuntime(13156): Calling main entry com.android.commands.am.Am
I/Trepn   (13107): Trepn 6.2s: Received intent: com.quicinc.trepn.load_preferences; filename: /sdcard/trepn/saved_preferences/trepn.pref
D/AndroidRuntime(13156): Shutting down VM
I/vgn     (  965): 67-RequestPlaceUpdates -- metadata{ service_id: 0 }
I/vgn     (  965): 67-RemovePlaceUpdates -- metadata{ service_id: 0 }
I/vgn     (  965): 35-GetDeviceDataUploadOptInStatusOperation -- metadata{ service_id: 0 }
I/vgn     (  965): 35-GetDeviceDataUploadOptInStatusOperation -- metadata{ service_id: 0 }
I/Places  (  965): ?: PlacesBleScanner stop()
I/BeaconBle(  965): Scan canceled successfully.
I/PlaceInferenceEngine(  965): [anon] Changed inference mode: 0
I/GeofencerStateMachine(  965): removeGeofences: removeRequest=RemoveGeofencingRequest[REMOVE_BY_PENDING_INTENT pendingIntent=PendingIntent[creatorPackage=com.google.android.gms], packageName=null]
W/Wifi    ( 3458): Failed to read packet and byte counts from wifi interface
E/WifiStateMachine(  451): WifiStateMachine CMD_START_SCAN source -2 txSuccessRate=0.00 rxSuccessRate=0.00 targetRoamBSSID=any RSSI=-57
D/AndroidRuntime(13194): >>>>>> START com.android.internal.os.RuntimeInit uid 2000 <<<<<<
D/AndroidRuntime(13194): CheckJNI is OFF
W/Wifi    ( 3458): Failed to read packet and byte counts from wifi interface
D/AndroidRuntime(13194): Calling main entry com.android.commands.am.Am
I/ActivityManager(  451): Force stopping com.quicinc.trepn appid=10091 user=0: from pid 13194
I/ActivityManager(  451): Killing 13107:com.quicinc.trepn/u0a91 (adj 0): stop com.quicinc.trepn
W/InputDispatcher(  451): channel '258051fc com.quicinc.trepn/com.quicinc.trepn.userinterface.main.TrepnActivity (server)' ~ Consumer closed input channel or an error occurred.  events=0x9
E/InputDispatcher(  451): channel '258051fc com.quicinc.trepn/com.quicinc.trepn.userinterface.main.TrepnActivity (server)' ~ Channel is unrecoverably broken and will be disposed!
I/WindowState(  451): WIN DEATH: Window{258051fc u0 com.quicinc.trepn/com.quicinc.trepn.userinterface.main.TrepnActivity}
W/InputDispatcher(  451): Attempted to unregister already unregistered input channel '258051fc com.quicinc.trepn/com.quicinc.trepn.userinterface.main.TrepnActivity (server)'
W/ActivityManager(  451): Force removing ActivityRecord{22850fd2 u0 com.quicinc.trepn/.userinterface.main.TrepnActivity t3851}: app died, no saved state
W/ActivityManager(  451): Spurious death for ProcessRecord{27a3e4cd 13107:com.quicinc.trepn/u0a91}, curProc for 13107: null
D/AndroidRuntime(13194): Shutting down VM
W/InputMethodManagerService(  451): Got RemoteException sending setActive(false) notification to pid 13107 uid 10091
W/SessionLifecycleManager(15005): Handover failed. Creating new session controller.
W/LocationOracle(15005): No location history returned by ContextManager
I/MicroDetectionWorker(15005): #updateMicroDetector [detectionMode: [mDetectionMode: [1]]]
I/MicroDetectionWorker(15005): #startMicroDetector [speakerMode: 0]
D/BluetoothAdapter(15005): 282265226: getState() :  mService = null. Returning STATE_OFF
D/BluetoothAdapter(15005): 282265226: getState() :  mService = null. Returning STATE_OFF
I/VoiceSearchSettings(15005): Hotword upgrade key is null!
D/BluetoothAdapter(15005): 282265226: getState() :  mService = null. Returning STATE_OFF
I/VoiceSearchSettings(15005): Hotword upgrade key is null!
I/MicroDetectionWorker(15005): onReady
D/BluetoothAdapter(15005): 282265226: getState() :  mService = null. Returning STATE_OFF
I/MicroRecognitionRunner(15005): Starting detection.
I/MicrophoneInputStream(15005): mic_starting com.google.android.apps.gsa.speech.audio.af@94d3c1a
I/AudioFlinger(  205): AudioFlinger's thread 0xabc00648 ready to run
I/SoundTriggerHwService::Module(  205): void android::SoundTriggerHwService::Module::onCallbackEvent(const android::sp<android::SoundTriggerHwService::CallbackEvent>&) mClient == 0
I/MicrophoneInputStream(15005): mic_started com.google.android.apps.gsa.speech.audio.af@94d3c1a
I/GeofencerStateMachine(  965): sendNewTransitions called.
W/ctxmgr  (  965): [AclManager]No 3 for (accnt=account#-517948760#, com.google.android.gms(10008):UserVelocityProducer, vrsn=12685011, 0, 3pPkg = null ,  3pMdlId = null ,  pid = 965). Was: 3 for 1, account#-517948760#
E/SQLiteLog(  965): (2067) abort at 35 in [INSERT INTO context(context_name,end_time,context_family,module_id,version,sync_state_mod_time_millis,start_time,sync_state,context_id,time_type,proto_blob) VALUES (?,?,?,?,?,?,?,?,?,?,?)]: UNI
E/SQLiteLog(  965): (2067) abort at 35 in [INSERT INTO context(context_name,end_time,context_family,module_id,version,sync_state_mod_time_millis,start_time,sync_state,context_id,time_type,proto_blob) VALUES (?,?,?,?,?,?,?,?,?,?,?)]: UNI
E/SQLiteLog(  965): (2067) abort at 35 in [INSERT INTO context(context_name,end_time,context_family,module_id,version,sync_state_mod_time_millis,start_time,sync_state,context_id,time_type,proto_blob) VALUES (?,?,?,?,?,?,?,?,?,?,?)]: UNI
W/TabTreeCopier(  902): Card found with UNKNOWN_TAB, Entry Type 155
I/vgn     (  965): 67-RequestPlaceUpdates -- metadata{ service_id: 0 }
I/MicroDetectionWorker(15005): onReady
I/GeofencerStateMachine(  965): removeGeofences: removeRequest=RemoveGeofencingRequest[REMOVE_BY_PENDING_INTENT pendingIntent=PendingIntent[creatorPackage=com.google.android.gms], packageName=null]
I/GeofencerStateMachine(  965): removeGeofences: removeRequest=RemoveGeofencingRequest[REMOVE_BY_PENDING_INTENT pendingIntent=PendingIntent[creatorPackage=com.google.android.gms], packageName=null]
I/PlaceInferenceEngine(  965): [anon] Changed inference mode: 0
W/ctxmgr  (  965): [AclManager]No 2 for (accnt=account#1813920180#, com.google.android.gms(10008):UserLocationProducer, vrsn=12685000, 0, 3pPkg = null ,  3pMdlId = null ,  pid = 965). Was: 2 for 1, account#1813920180#
W/ctxmgr  (  965): [AclManager]No 2 for (accnt=account#-517948760#, com.google.android.gms(10008):UserLocationProducer, vrsn=12685000, 0, 3pPkg = null ,  3pMdlId = null ,  pid = 965). Was: 3 for 1, account#-517948760#
W/ctxmgr  (  965): [AclManager]No 2 for (accnt=account#1644684176#, com.google.android.gms(10008):UserLocationProducer, vrsn=12685000, 0, 3pPkg = null ,  3pMdlId = null ,  pid = 965). Was: 2 for 1, account#1644684176#
W/OpenGLRenderer(  902): Incorrectly called buildLayer on View: ShortcutAndWidgetContainer, destroying layer...
I/vgn     (  965): 67-RequestPlaceUpdates -- metadata{ service_id: 0 }
W/Wifi    ( 3458): Failed to read packet and byte counts from wifi interface
I/Places  (  965): ?: PlacesBleScanner start() with priority 2
I/PlaceInferenceEngine(  965): [anon] Changed inference mode: 1
I/Places  (  965): Converted 0 out of 34 WiFi scans
I/PlaceInferenceEngine(  965): [anon] Changed inference mode: 1
I/BeaconBle(  965): Client requested scan, settings=BleSettings [scanMode=ZERO_POWER, callbackType=ALL_MATCHES, reportDelayMillis=0, 1 filters, 0 clients, callingClientName=Places]
E/BeaconBle(  965): Scan couldn't start for Places
W/Places  (  965): BLE failure while scanning - code 5
I/art     (  902): Background sticky concurrent mark sweep GC freed 17269(1034KB) AllocSpace objects, 67(1372KB) LOS objects, 6% free, 33MB/35MB, paused 2.688ms total 101.280ms
I/PlaceInferenceEngine(  965): No beacon scan available - ignoring candidates.
W/AppFlowTracker(  902): Dropping App flow event "88" logged from process "com.google.android.googlequicksearchbox"
W/Wifi    ( 3458): Failed to read packet and byte counts from wifi interface
W/ctxmgr  (  965): [AclManager]No 2 for (accnt=account#-517948760#, com.google.android.gms(10008):PlacesProducer, vrsn=12685000, 0, 3pPkg = null ,  3pMdlId = null ,  pid = 965). Was: 3 for 18, account#-517948760#
D/AndroidRuntime(13233): >>>>>> START com.android.internal.os.RuntimeInit uid 2000 <<<<<<
D/AndroidRuntime(13233): CheckJNI is OFF
W/Wifi    ( 3458): Failed to read packet and byte counts from wifi interface
D/AndroidRuntime(13233): Calling main entry com.android.commands.am.Am
I/ActivityManager(  451): Start proc 13245:com.quicinc.trepn/u0a91 for service com.quicinc.trepn/.TrepnService
D/AndroidRuntime(13233): Shutting down VM
D/AndroidRuntime(13284): >>>>>> START com.android.internal.os.RuntimeInit uid 2000 <<<<<<
D/AndroidRuntime(13284): CheckJNI is OFF
W/Wifi    ( 3458): Failed to read packet and byte counts from wifi interface
D/AndroidRuntime(13284): Calling main entry com.android.commands.am.Am
I/ActivityManager(  451): Force stopping com.android.chrome appid=10035 user=0: from pid 13284
I/ActivityManager(  451): Killing 11801:com.android.chrome/u0a35 (adj 15): stop com.android.chrome
W/ActivityManager(  451): Spurious death for ProcessRecord{282cfa87 11801:com.android.chrome/u0a35}, curProc for 11801: null
I/ActivityManager(  451): START u0 {act=android.intent.action.VIEW flg=0x10008000 cmp=com.android.chrome/com.google.android.apps.chrome.Main} from uid 2000 on display 0
V/WindowManager(  451): addAppToken: AppWindowToken{2ab76d52 token=Token{34720ddd ActivityRecord{1ae5fdb4 u0 com.android.chrome/com.google.android.apps.chrome.Main t3852}}} to stack=1 task=3852 at 0
D/AndroidRuntime(13284): Shutting down VM
I/ActivityManager(  451): Start proc 13297:com.android.chrome/u0a35 for activity com.android.chrome/com.google.android.apps.chrome.Main
W/DynamiteModule(13297): Local module descriptor class for com.google.android.gms.googlecertificates not found.
I/DynamiteModule(13297): Considering local module com.google.android.gms.googlecertificates:0 and remote module com.google.android.gms.googlecertificates:4
I/DynamiteModule(13297): Selected remote version of com.google.android.gms.googlecertificates, version >= 4
W/ResourcesManager(13297): Asset path '/system/framework/com.android.media.remotedisplay.jar' does not exist or contains no resources.
W/ResourcesManager(13297): Asset path '/system/framework/com.android.location.provider.jar' does not exist or contains no resources.
I/cr_InstantAppsHandler(13297): Not handling with Instant Apps (other)
I/ActivityManager(  451): START u0 {cmp=com.android.chrome/org.chromium.chrome.browser.firstrun.FirstRunActivity (has extras)} from uid 10035 on display 0
V/WindowManager(  451): addAppToken: AppWindowToken{2a27089b token=Token{4c754aa ActivityRecord{14ae1b95 u0 com.android.chrome/org.chromium.chrome.browser.firstrun.FirstRunActivity t3853}}} to stack=1 task=3853 at 0
I/cr_LibraryLoader(13297): Using linker: org.chromium.base.library_loader.LegacyLinker
W/linker  (13297): libchromium_android_linker.so: unused DT entry: type 0x6ffffffe arg 0xce8
W/linker  (13297): libchromium_android_linker.so: unused DT entry: type 0x6fffffff arg 0x3
W/cr_ChildProcLH(13297): Create a new ChildConnectionAllocator with package name = com.android.chrome, sandboxed = true
I/cr_LibraryLoader(13297): Loading chrome from within /data/app/com.android.chrome-2/base.apk
I/cr_base (13297): Extracting resource /data/data/com.android.chrome/app_chrome/paks/en-GB.pak@12da8129
I/cr_base (13297): Extracting resource /data/data/com.android.chrome/app_chrome/paks/en-US.pak@12da8129
I/ActivityManager(  451): Start proc 13328:com.android.chrome:sandboxed_process0/u0i778 for service com.android.chrome/org.chromium.content.app.SandboxedProcessService0
I/art     (  211): Explicit concurrent mark sweep GC freed 701(30KB) AllocSpace objects, 0(0B) LOS objects, 39% free, 7MB/11MB, paused 152us total 10.558ms
I/art     (  211): Explicit concurrent mark sweep GC freed 3(80B) AllocSpace objects, 0(0B) LOS objects, 39% free, 7MB/11MB, paused 158us total 17.269ms
I/art     (  211): Explicit concurrent mark sweep GC freed 7(240B) AllocSpace objects, 0(0B) LOS objects, 39% free, 7MB/11MB, paused 145us total 18.058ms
W/dboxed_process0(13328): type=1400 audit(0.0:919): avc: denied { search } for name="tmp" dev="dm-0" ino=49 scontext=u:r:isolated_app:s0 tcontext=u:object_r:shell_data_file:s0 tclass=dir permissive=0
I/cr_ChildProcessService(13328): Creating new ChildProcessService pid=13328
I/art     (  451): Explicit concurrent mark sweep GC freed 69166(3MB) AllocSpace objects, 62(1240KB) LOS objects, 33% free, 27MB/41MB, paused 824us total 203.591ms
D/OpenGLRenderer(13297): Use EGL_SWAP_BEHAVIOR_PRESERVED: true
V/WindowManager(  451): Based on layer: Adding window Window{19ce1405 u0 com.android.chrome/org.chromium.chrome.browser.firstrun.FirstRunActivity} at 3 of 16
I/cr_LibraryLoader(13297): Time to load native libraries: 255 ms (timestamps 5328-5583)
I/chromium(13297): [INFO:library_loader_hooks.cc(136)] Chromium logging enabled: level = 0, default verbosity = 0
I/cr_LibraryLoader(13297): Expected native library version number "61.0.3163.98", actual native library version number "61.0.3163.98"
W/Wifi    ( 3458): Failed to read packet and byte counts from wifi interface
I/OpenGLRenderer(13297): Initialized EGL, version 1.4
D/OpenGLRenderer(13297): Enabling debug mode 0
I/cr_VariationsSeedFetch(13297): Fetched first run seed in 256 ms
W/ResourceType(  627): No package identifier when getting value for resource number 0x00000000
W/PackageManager(  627): Failure retrieving resources for com.quicinc.trepn: Resource ID #0x0
W/Wifi    ( 3458): Failed to read packet and byte counts from wifi interface
I/Choreographer(13297): Skipped 77 frames!  The application may be doing too much work on its main thread.
I/ActivityManager(  451): Displayed com.android.chrome/org.chromium.chrome.browser.firstrun.FirstRunActivity: +1s893ms (total +2s131ms)
I/cr_BrowserStartup(13297): Initializing chromium process, singleProcess=false
I/ActivityManager(  451): Start proc 13382:com.android.chrome:privileged_process0/u0a35 for service com.android.chrome/org.chromium.content.app.PrivilegedProcessService0
D/ConnectivityService(  451): listenForNetwork for NetworkRequest [ id=724, legacyType=-1, [ Capabilities: INTERNET&NOT_RESTRICTED&TRUSTED] ]
D/ConnectivityService(  451): handleRegisterNetworkRequest checking NetworkAgentInfo [WIFI () - 126]
D/ConnectivityService(  451): apparently satisfied.  currentScore=60
D/ConnectivityManager.CallbackHandler(13297): CM callback handler got msg 524290
W/Wifi    ( 3458): Failed to read packet and byte counts from wifi interface
D/ConnectivityService(  451): listenForNetwork for NetworkRequest [ id=725, legacyType=-1, [ Capabilities: INTERNET&NOT_RESTRICTED&TRUSTED] ]
D/ConnectivityService(  451): handleRegisterNetworkRequest checking NetworkAgentInfo [WIFI () - 126]
D/ConnectivityService(  451): apparently satisfied.  currentScore=60
D/ConnectivityManager.CallbackHandler(13297): CM callback handler got msg 524290
W/cr_KnoxSettingsProvider(13297): Permission to read device policy denied.
I/orc     (  987): 28-GetActiveNetworkQuality -- metadata{ service_id: 0 }
I/cr_ChildProcessService(13382): Creating new ChildProcessService pid=13382
I/cr_LibraryLoader(13382): Using linker: org.chromium.base.library_loader.LegacyLinker
W/linker  (13382): libchromium_android_linker.so: unused DT entry: type 0x6ffffffe arg 0xce8
W/linker  (13382): libchromium_android_linker.so: unused DT entry: type 0x6fffffff arg 0x3
I/cr_LibraryLoader(13382): Loading chrome from within /data/app/com.android.chrome-2/base.apk
I/cr_SnippetsLauncher(13297): Scheduling: 172800 172800
I/cr_LibraryLoader(13382): Time to load native libraries: 73 ms (timestamps 7700-7773)
I/chromium(13382): [INFO:library_loader_hooks.cc(136)] Chromium logging enabled: level = 0, default verbosity = 0
I/cr_LibraryLoader(13382): Expected native library version number "61.0.3163.98", actual native library version number "61.0.3163.98"
E/libEGL  (13382): validate_display:255 error 3008 (EGL_BAD_DISPLAY)
W/Herrevad(  987): [4319] wux.b: Invalid mccmnc 
W/VideoCapabilities(13382): Unsupported mime video/mpeg2
W/AudioCapabilities(13382): Unsupported mime audio/mpeg-L2
W/VideoCapabilities(13382): Unrecognized level 0 for video/x-vnd.on2.vp8
I/VideoCapabilities(13382): Unsupported profile 4 for video/mp4v-es
W/cr_MediaCodecUtil(13382): HW encoder for video/avc is not available on this device.
W/Herrevad(  987): [4319] wux.b: Invalid mccmnc 
W/Wifi    ( 3458): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3458): Failed to read packet and byte counts from wifi interface
D/AndroidRuntime(13422): >>>>>> START com.android.internal.os.RuntimeInit uid 2000 <<<<<<
D/AndroidRuntime(13422): CheckJNI is OFF
W/Wifi    ( 3458): Failed to read packet and byte counts from wifi interface
D/AndroidRuntime(13422): Calling main entry com.android.commands.input.Input
I/Input   (13422): injectMotionEvent: MotionEvent { action=ACTION_DOWN, id[0]=0, x[0]=700.0, y[0]=1550.0, toolType[0]=TOOL_TYPE_UNKNOWN, buttonState=0, metaState=0, flags=0x0, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=76800846, downTime=76800846, deviceId=0, source=0x1002 }
I/Input   (13422): injectMotionEvent: MotionEvent { action=ACTION_UP, id[0]=0, x[0]=700.0, y[0]=1550.0, toolType[0]=TOOL_TYPE_UNKNOWN, buttonState=0, metaState=0, flags=0x0, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=76800846, downTime=76800846, deviceId=0, source=0x1002 }
D/AndroidRuntime(13422): Shutting down VM
D/audio_hw_primary(  205): out_set_parameters: enter: usecase(0: playback) kvpairs: routing=2 out->devices(2) adev->mode(0)
I/SystemUpdate(  987): [Control,ChimeraGcmTaskService] Task started with tag: DeviceCharging.
I/SystemUpdate(  987): [Control,ChimeraGcmTaskService] Scheduling task: DeviceCharging.
I/SystemUpdate(  987): [Execution,InstallationEventIntentOperation] Handling event of type 4.
I/SystemUpdate(  987): [Execution,InstallationIntentOperation] Received intent: Intent { act=com.google.android.gms.update.INSTALL_UPDATE cat=[targeted_intent_op_prefix:.update.execution.InstallationIntentOperation] cmp=com.google.android.gms/.chimera.GmsIntentOperationService }.
I/SystemUpdate(  987): [Control,InstallationControl] Installation progress updated to (0x410, -1.000).
I/SystemUpdate(  987): [Control,ChimeraGcmTaskService] Scheduling task: DeviceCharging.
I/SystemUpdate(  987): [Execution,ExecutionManager] Action non-ab-reboot executed for 0.10 seconds.
I/cr_LibraryLoader(13328): Using linker: org.chromium.base.library_loader.LegacyLinker
W/linker  (13328): libchromium_android_linker.so: unused DT entry: type 0x6ffffffe arg 0xce8
W/linker  (13328): libchromium_android_linker.so: unused DT entry: type 0x6fffffff arg 0x3
I/SystemUpdate(  987): [Execution,ExecutionManager] Action fixed-delay-execution executed for 0.02 seconds.
I/cr_LibraryLoader(13328): Loading chrome from within /data/app/com.android.chrome-2/base.apk
W/Wifi    ( 3458): Failed to read packet and byte counts from wifi interface
I/cr_LibraryLoader(13328): Time to load native libraries: 75 ms (timestamps 1543-1618)
I/chromium(13328): [INFO:library_loader_hooks.cc(136)] Chromium logging enabled: level = 0, default verbosity = 0
I/cr_LibraryLoader(13328): Expected native library version number "61.0.3163.98", actual native library version number "61.0.3163.98"
W/Wifi    ( 3458): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3458): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3458): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3458): Failed to read packet and byte counts from wifi interface
D/AndroidRuntime(13489): >>>>>> START com.android.internal.os.RuntimeInit uid 2000 <<<<<<
D/AndroidRuntime(13489): CheckJNI is OFF
D/AndroidRuntime(13489): Calling main entry com.android.commands.input.Input
I/Input   (13489): injectMotionEvent: MotionEvent { action=ACTION_DOWN, id[0]=0, x[0]=372.0, y[0]=1530.0, toolType[0]=TOOL_TYPE_UNKNOWN, buttonState=0, metaState=0, flags=0x0, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=76806564, downTime=76806564, deviceId=0, source=0x1002 }
I/Input   (13489): injectMotionEvent: MotionEvent { action=ACTION_UP, id[0]=0, x[0]=372.0, y[0]=1530.0, toolType[0]=TOOL_TYPE_UNKNOWN, buttonState=0, metaState=0, flags=0x0, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=76806564, downTime=76806564, deviceId=0, source=0x1002 }
D/AndroidRuntime(13489): Shutting down VM
I/ActivityManager(  451): START u0 {act=android.intent.action.VIEW flg=0x10808000 cmp=com.android.chrome/com.google.android.apps.chrome.Main (has extras)} from uid 10035 on display 0
V/WindowManager(  451): addAppToken: AppWindowToken{3f86ac3c token=Token{2c10ae2f ActivityRecord{e8840e u0 com.android.chrome/com.google.android.apps.chrome.Main t3854}}} to stack=1 task=3854 at 0
W/Wifi    ( 3458): Failed to read packet and byte counts from wifi interface
D/audio_hw_primary(  205): out_set_parameters: enter: usecase(0: playback) kvpairs: routing=2 out->devices(2) adev->mode(0)
D/ConnectivityService(  451): releasing NetworkRequest NetworkRequest [ id=725, legacyType=-1, [ Capabilities: INTERNET&NOT_RESTRICTED&TRUSTED] ]
D/ConnectivityManager.CallbackHandler(13297): CM callback handler got msg 524296
I/chromium(13328): [INFO:child_process_service_impl.cc(70)] ChildProcessServiceImpl: Exiting child process.
W/libprocessgroup(  451): failed to open /acct/uid_10035/pid_13328/cgroup.procs: No such file or directory
I/ActivityManager(  451): Process com.android.chrome:sandboxed_process0 (pid 13328) has died
W/ActivityManager(  451): Scheduling restart of crashed service com.android.chrome/org.chromium.content.app.SandboxedProcessService0 in 1000ms
D/ConnectivityService(  451): listenForNetwork for NetworkRequest [ id=726, legacyType=-1, [ Capabilities: INTERNET&NOT_RESTRICTED&TRUSTED] ]
D/ConnectivityService(  451): handleRegisterNetworkRequest checking NetworkAgentInfo [WIFI () - 126]
D/ConnectivityService(  451): apparently satisfied.  currentScore=60
D/ConnectivityManager.CallbackHandler(13297): CM callback handler got msg 524290
I/cr_InstantAppsHandler(13297): Not handling with Instant Apps (other)
I/ActivityManager(  451): START u0 {act=android.intent.action.VIEW flg=0x14002000 cmp=com.android.chrome/org.chromium.chrome.browser.ChromeTabbedActivity (has extras)} from uid 10035 on display 0
V/WindowManager(  451): addAppToken: AppWindowToken{14e46d4 token=Token{22923427 ActivityRecord{83506e6 u0 com.android.chrome/org.chromium.chrome.browser.ChromeTabbedActivity t3855}}} to stack=1 task=3855 at 0
V/WindowManager(  451): Based on layer: Adding window Window{2d82b235 u0 Starting com.android.chrome} at 4 of 17
W/cr_ChildProcessConn(13297): onServiceDisconnected (crash or killed by oom): pid=13328
I/PBSessionCacheImpl(15005): Deleted sessionId[13690465823862] from persistence.
I/MemoryTrimmer(  902): Trimming objects from memory, since app is in the background.
W/cr_ChildProcLH(13297): Create a new ChildConnectionAllocator with package name = com.android.chrome, sandboxed = true
W/cr_tabmodel(13297): Starting to perform legacy migration.
W/cr_tabmodel(13297): Finished performing legacy migration.
W/cr_tabmodel(13297): Starting to perform multi-instance migration.
W/cr_tabmodel(13297): Finished performing multi-instance migration.
W/cr_tabmodel(13297): Starting to fetch tab list.
E/cr_tabmodel(13297): State file does not exist.
I/ActivityManager(  451): Start proc 13518:com.android.chrome:sandboxed_process0/u0i779 for service com.android.chrome/org.chromium.content.app.SandboxedProcessService0
V/WindowManager(  451): Adding window Window{32074bb3 u0 com.android.chrome/org.chromium.chrome.browser.ChromeTabbedActivity} at 4 of 18 (before Window{2d82b235 u0 Starting com.android.chrome})
